domain_name,category_name,test_type,difficulty,question_text
Game Development,Plus,TECHNICAL,MEDIUM,What are layers and tags in Unity?
Game Development,Plus,TECHNICAL,MEDIUM,What is object pooling?
Game Development,Plus,TECHNICAL,MEDIUM,What is the animator controller?
Game Development,Plus,TECHNICAL,MEDIUM,What are scriptable objects?
Game Development,Plus,TECHNICAL,MEDIUM,What is level of detail (LOD)?
Game Development,Plus,TECHNICAL,MEDIUM,What is occlusion culling?
Game Development,Plus,TECHNICAL,MEDIUM,What is a state machine in game AI?
Game Development,Plus,TECHNICAL,MEDIUM,What is pathfinding?
Game Development,Plus,TECHNICAL,MEDIUM,What is the A* algorithm?
Game Development,Plus,TECHNICAL,MEDIUM,What is shader programming?
Game Development,Plus,TECHNICAL,MEDIUM,What are materials and textures?
Game Development,Plus,TECHNICAL,MEDIUM,What is lighting in game engines?
Game Development,Plus,TECHNICAL,MEDIUM,What is a particle system?
Game Development,Plus,TECHNICAL,MEDIUM,What is audio management in games?
Game Development,Plus,TECHNICAL,MEDIUM,What is UI canvas in Unity?
Game Development,Plus,TECHNICAL,HARD,How would you optimize game performance?
Game Development,Plus,TECHNICAL,HARD,What are the strategies for memory management in games?
Game Development,Plus,TECHNICAL,HARD,How do you implement multiplayer networking?
Game Development,Plus,TECHNICAL,HARD,What are the best practices for mobile game optimization?
Game Development,Plus,TECHNICAL,HARD,How would you implement a save system?
Game Development,Plus,TECHNICAL,HARD,What are design patterns commonly used in game development?
Game Development,Plus,TECHNICAL,HARD,How do you implement procedural generation?
Game Development,Plus,TECHNICAL,HARD,What are the strategies for handling game physics at scale?
Game Development,Plus,TECHNICAL,HARD,How would you implement advanced AI behaviors?
Game Development,Plus,TECHNICAL,HARD,What are the best practices for shader optimization?
Game Development,Plus,TECHNICAL,HARD,How do you implement custom rendering pipelines?
Game Development,Plus,TECHNICAL,HARD,What are the strategies for cross-platform development?
Game Development,Plus,TECHNICAL,HARD,How would you implement animation blending systems?
Game Development,Plus,TECHNICAL,HARD,What are the best practices for game architecture?
Game Development,Plus,TECHNICAL,HARD,How do you implement anti-cheat systems?
Game Development,Plus,HR,EASY,Tell me about yourself and your game development experience.
Game Development,Plus,HR,EASY,Why did you choose game development?
Game Development,Plus,HR,EASY,What type of games do you enjoy creating?
Game Development,Plus,HR,EASY,How do you stay updated with game development?
Game Development,Plus,HR,EASY,Describe a game you have developed.
Game Development,Plus,HR,EASY,What challenges do you face in game development?
Game Development,Plus,HR,EASY,What game engines have you worked with?
Game Development,Plus,HR,EASY,How do you debug game issues?
Game Development,Plus,HR,EASY,What is your experience with Unity or Unreal?
Game Development,Plus,HR,EASY,What motivates you in game development?
Game Development,Plus,HR,MEDIUM,Describe a complex game system you built.
Game Development,Plus,HR,MEDIUM,How do you handle performance optimization?
Game Development,Plus,HR,MEDIUM,Tell me about implementing game mechanics.
Game Development,Plus,HR,MEDIUM,How do you approach game design?
Game Development,Plus,HR,MEDIUM,Describe your experience with multiplayer games.
Game Development,Plus,HR,MEDIUM,How do you ensure game quality?
Game Development,Plus,HR,MEDIUM,Tell me about debugging a complex game bug.
Game Development,Plus,HR,MEDIUM,How do you handle physics and collision?
Game Development,Plus,HR,MEDIUM,Describe implementing AI systems.
Game Development,Plus,HR,MEDIUM,How do you test games?
Game Development,Plus,HR,MEDIUM,Tell me about working with game artists.
Game Development,Plus,HR,MEDIUM,How do you approach level design?
Game Development,Plus,HR,MEDIUM,Describe handling game balance.
Game Development,Plus,HR,MEDIUM,How do you collaborate in game teams?
Game Development,Plus,HR,MEDIUM,Tell me about mentoring junior game developers.
Game Development,Plus,HR,HARD,Describe architecting a large-scale game.
Game Development,Plus,HR,HARD,How would you design a game engine?
Game Development,Plus,HR,HARD,Tell me about resolving critical game performance issues.
Game Development,Plus,HR,HARD,How do you design for scalability?
Game Development,Plus,HR,HARD,Describe implementing live service features.
Game Development,Plus,HR,HARD,How would you handle game monetization?
Game Development,Plus,HR,HARD,Tell me about establishing game development standards.
Game Development,Plus,HR,HARD,How do you handle player feedback?
Game Development,Plus,HR,HARD,Describe building a game development pipeline.
Game Development,Plus,HR,HARD,How would you lead a game development team?
QA,Plus,TECHNICAL,EASY,What is software testing?
QA,Plus,TECHNICAL,EASY,What is the role of a QA engineer?
QA,Plus,TECHNICAL,EASY,What is the difference between QA and testing?
QA,Plus,TECHNICAL,EASY,What is a bug?
QA,Plus,TECHNICAL,EASY,What is test case?
QA,Plus,TECHNICAL,EASY,What is test scenario?
QA,Plus,TECHNICAL,EASY,What is manual testing?
QA,Plus,TECHNICAL,EASY,What is automation testing?
QA,Plus,TECHNICAL,EASY,What is black box testing?
QA,Plus,TECHNICAL,EASY,What is white box testing?
QA,Plus,TECHNICAL,EASY,What is regression testing?
QA,Plus,TECHNICAL,EASY,What is smoke testing?
QA,Plus,TECHNICAL,EASY,What is sanity testing?
QA,Plus,TECHNICAL,EASY,What is functional testing?
QA,Plus,TECHNICAL,EASY,What is non-functional testing?
QA,Plus,TECHNICAL,MEDIUM,Explain the software testing life cycle (STLC).
QA,Plus,TECHNICAL,MEDIUM,What is the difference between verification and validation?
QA,Plus,TECHNICAL,MEDIUM,What is test plan and what does it contain?
QA,Plus,TECHNICAL,MEDIUM,What is boundary value analysis?
QA,Plus,TECHNICAL,MEDIUM,What is equivalence partitioning?
QA,Plus,TECHNICAL,MEDIUM,What is exploratory testing?
QA,Plus,TECHNICAL,MEDIUM,What is defect life cycle?
QA,Plus,TECHNICAL,MEDIUM,What is severity vs priority?
QA,Plus,TECHNICAL,MEDIUM,What is integration testing?
QA,Plus,TECHNICAL,MEDIUM,What is system testing?
QA,Plus,TECHNICAL,MEDIUM,What is user acceptance testing (UAT)?
QA,Plus,TECHNICAL,MEDIUM,What is API testing?
QA,Plus,TECHNICAL,MEDIUM,What is performance testing?
QA,Plus,TECHNICAL,MEDIUM,What is load testing?
QA,Plus,TECHNICAL,MEDIUM,What is stress testing?
QA,Plus,TECHNICAL,MEDIUM,What is test environment?
QA,Plus,TECHNICAL,MEDIUM,What is data-driven testing?
QA,Plus,TECHNICAL,MEDIUM,What is keyword-driven testing?
QA,Plus,TECHNICAL,MEDIUM,What is cross-browser testing?
QA,Plus,TECHNICAL,MEDIUM,What is test coverage?
QA,Plus,TECHNICAL,HARD,How do you design a test strategy for a large application?
QA,Plus,TECHNICAL,HARD,How do you prioritize test cases in time-critical projects?
QA,Plus,TECHNICAL,HARD,How do you handle flaky test cases?
QA,Plus,TECHNICAL,HARD,How do you automate a legacy application?
QA,Plus,TECHNICAL,HARD,How do you test microservices architecture?
QA,Plus,TECHNICAL,HARD,How do you perform end-to-end testing in distributed systems?
QA,Plus,TECHNICAL,HARD,How do you design a scalable automation framework?
QA,Plus,TECHNICAL,HARD,How do you test applications with real-time data?
QA,Plus,TECHNICAL,HARD,How do you ensure test data integrity?
QA,Plus,TECHNICAL,HARD,How do you handle test environment instability?
QA,Plus,TECHNICAL,HARD,How do you test third-party integrations?
QA,Plus,TECHNICAL,HARD,How do you implement CI/CD for automation testing?
QA,Plus,TECHNICAL,HARD,How do you test security aspects as a QA?
QA,Plus,TECHNICAL,HARD,How do you measure testing effectiveness?
QA,Plus,TECHNICAL,HARD,How do you prevent defect leakage?
QA,Plus,HR,EASY,Tell me about yourself.
QA,Plus,HR,EASY,Why did you choose QA as a career?
QA,Plus,HR,EASY,What do you know about our company?
QA,Plus,HR,EASY,What are your strengths as a tester?
QA,Plus,HR,EASY,What are your weaknesses?
QA,Plus,HR,EASY,How do you handle repetitive work?
QA,Plus,HR,EASY,How do you manage your time?
QA,Plus,HR,EASY,Are you comfortable working in a team?
QA,Plus,HR,EASY,How do you handle pressure?
QA,Plus,HR,EASY,What motivates you in QA?
QA,Plus,HR,MEDIUM,Describe a challenging bug you found.
QA,Plus,HR,MEDIUM,How do you handle conflict with developers?
QA,Plus,HR,MEDIUM,How do you ensure quality under tight deadlines?
QA,Plus,HR,MEDIUM,Describe your testing process.
QA,Plus,HR,MEDIUM,How do you handle incomplete requirements?
QA,Plus,HR,MEDIUM,How do you communicate defects effectively?
QA,Plus,HR,MEDIUM,Describe a time you improved a testing process.
QA,Plus,HR,MEDIUM,How do you handle last-minute changes?
QA,Plus,HR,MEDIUM,How do you balance speed and quality?
QA,Plus,HR,MEDIUM,How do you handle negative feedback?
QA,Plus,HR,MEDIUM,Describe working with cross-functional teams.
QA,Plus,HR,MEDIUM,How do you mentor junior testers?
QA,Plus,HR,MEDIUM,Describe handling production bugs.
QA,Plus,HR,MEDIUM,How do you manage multiple projects?
QA,Plus,HR,MEDIUM,How do you stay updated with QA trends?
QA,Plus,HR,HARD,Describe leading a QA team.
QA,Plus,HR,HARD,How would you build a QA process from scratch?
QA,Plus,HR,HARD,Describe handling a major production failure.
QA,Plus,HR,HARD,How do you influence product quality at leadership level?
QA,Plus,HR,HARD,How do you handle stakeholder pressure?
QA,Plus,HR,HARD,Describe scaling QA for a growing product.
QA,Plus,HR,HARD,How do you define QA KPIs?
QA,Plus,HR,HARD,Describe driving automation adoption.
QA,Plus,HR,HARD,How do you handle team performance issues?
QA,Plus,HR,HARD,How would you design QA strategy for enterprise systems?
Security,Plus,TECHNICAL,EASY,What is cybersecurity?
Security,Plus,TECHNICAL,EASY,What is information security?
Security,Plus,TECHNICAL,EASY,What is a vulnerability?
Security,Plus,TECHNICAL,EASY,What is a threat?
Security,Plus,TECHNICAL,EASY,What is malware?
Security,Plus,TECHNICAL,EASY,What is phishing?
Security,Plus,TECHNICAL,EASY,What is a firewall?
Security,Plus,TECHNICAL,EASY,What is antivirus software?
Security,Plus,TECHNICAL,EASY,What is encryption?
Security,Plus,TECHNICAL,EASY,What is authentication?
Security,Plus,TECHNICAL,EASY,What is authorization?
Security,Plus,TECHNICAL,EASY,What is two-factor authentication?
Security,Plus,TECHNICAL,EASY,What is a data breach?
Security,Plus,TECHNICAL,EASY,What is HTTPS?
Security,Plus,TECHNICAL,EASY,What is social engineering?
Security,Plus,TECHNICAL,MEDIUM,What is the CIA triad in security?
Security,Plus,TECHNICAL,MEDIUM,What is SQL injection?
Security,Plus,TECHNICAL,MEDIUM,What is cross-site scripting (XSS)?
Security,Plus,TECHNICAL,MEDIUM,What is cross-site request forgery (CSRF)?
Security,Plus,TECHNICAL,MEDIUM,What is a man-in-the-middle attack?
Security,Plus,TECHNICAL,MEDIUM,What is a DDoS attack?
Security,Plus,TECHNICAL,MEDIUM,What is a brute force attack?
Security,Plus,TECHNICAL,MEDIUM,What is hashing and how is it different from encryption?
Security,Plus,TECHNICAL,MEDIUM,What is a digital certificate?
Security,Plus,TECHNICAL,MEDIUM,What is SSL/TLS?
Security,Plus,TECHNICAL,MEDIUM,What is role-based access control?
Security,Plus,TECHNICAL,MEDIUM,What is a security patch?
Security,Plus,TECHNICAL,MEDIUM,What is vulnerability scanning?
Security,Plus,TECHNICAL,MEDIUM,What is penetration testing?
Security,Plus,TECHNICAL,MEDIUM,What is session hijacking?
Security,Plus,TECHNICAL,MEDIUM,What is an intrusion detection system?
Security,Plus,TECHNICAL,MEDIUM,What is an intrusion prevention system?
Security,Plus,TECHNICAL,MEDIUM,What is least privilege principle?
Security,Plus,TECHNICAL,MEDIUM,What is data masking?
Security,Plus,TECHNICAL,MEDIUM,What is secure coding?
Security,Plus,TECHNICAL,HARD,How do you secure a web application end-to-end?
Security,Plus,TECHNICAL,HARD,How do you design an authentication system?
Security,Plus,TECHNICAL,HARD,How do you prevent SQL injection in large systems?
Security,Plus,TECHNICAL,HARD,How do you secure microservices architecture?
Security,Plus,TECHNICAL,HARD,How do you handle secrets management?
Security,Plus,TECHNICAL,HARD,How do you implement zero trust architecture?
Security,Plus,TECHNICAL,HARD,How do you secure APIs?
Security,Plus,TECHNICAL,HARD,How do you perform threat modeling?
Security,Plus,TECHNICAL,HARD,How do you detect advanced persistent threats?
Security,Plus,TECHNICAL,HARD,How do you respond to a security incident?
Security,Plus,TECHNICAL,HARD,How do you secure cloud infrastructure?
Security,Plus,TECHNICAL,HARD,How do you implement secure key management?
Security,Plus,TECHNICAL,HARD,How do you prevent data exfiltration?
Security,Plus,TECHNICAL,HARD,How do you audit system security?
Security,Plus,TECHNICAL,HARD,How do you design a secure login system?
Security,Plus,HR,EASY,Tell me about yourself.
Security,Plus,HR,EASY,Why did you choose cybersecurity?
Security,Plus,HR,EASY,What interests you about security?
Security,Plus,HR,EASY,How do you stay updated with security trends?
Security,Plus,HR,EASY,What are your strengths?
Security,Plus,HR,EASY,What are your weaknesses?
Security,Plus,HR,EASY,Are you comfortable handling sensitive data?
Security,Plus,HR,EASY,How do you handle pressure situations?
Security,Plus,HR,EASY,What motivates you in security?
Security,Plus,HR,EASY,Are you willing to learn continuously?
Security,Plus,HR,MEDIUM,Describe a security issue you handled.
Security,Plus,HR,MEDIUM,How do you handle ethical dilemmas in security?
Security,Plus,HR,MEDIUM,How do you explain security risks to non-technical people?
Security,Plus,HR,MEDIUM,How do you prioritize security tasks?
Security,Plus,HR,MEDIUM,Describe working with developers on security fixes.
Security,Plus,HR,MEDIUM,How do you handle a security breach?
Security,Plus,HR,MEDIUM,Describe a time you prevented a risk.
Security,Plus,HR,MEDIUM,How do you balance usability and security?
Security,Plus,HR,MEDIUM,How do you handle confidential information?
Security,Plus,HR,MEDIUM,Describe handling compliance requirements.
Security,Plus,HR,MEDIUM,How do you respond to management pressure?
Security,Plus,HR,MEDIUM,Describe cross-team collaboration.
Security,Plus,HR,MEDIUM,How do you handle false positives?
Security,Plus,HR,MEDIUM,Describe handling audits.
Security,Plus,HR,MEDIUM,How do you document security processes?
Security,Plus,HR,HARD,Describe leading a security team.
Security,Plus,HR,HARD,How would you design a company-wide security policy?
Security,Plus,HR,HARD,Describe handling a major data breach.
Security,Plus,HR,HARD,How do you influence security culture?
Security,Plus,HR,HARD,How do you handle executive pressure?
Security,Plus,HR,HARD,Describe building security from scratch.
Security,Plus,HR,HARD,How do you manage security budgets?
Security,Plus,HR,HARD,Describe scaling security for growth.
Security,Plus,HR,HARD,How do you handle insider threats?
Security,Plus,HR,HARD,How do you define security KPIs?
Databases,Plus,TECHNICAL,EASY,What is a database?
Databases,Plus,TECHNICAL,EASY,What is DBMS?
Databases,Plus,TECHNICAL,EASY,What is RDBMS?
Databases,Plus,TECHNICAL,EASY,What is a table?
Databases,Plus,TECHNICAL,EASY,What is a row in a table?
Databases,Plus,TECHNICAL,EASY,What is a column in a table?
Databases,Plus,TECHNICAL,EASY,What is a primary key?
Databases,Plus,TECHNICAL,EASY,What is a foreign key?
Databases,Plus,TECHNICAL,EASY,What is SQL?
Databases,Plus,TECHNICAL,EASY,What is a schema?
Databases,Plus,TECHNICAL,EASY,What is a query?
Databases,Plus,TECHNICAL,EASY,What is an index?
Databases,Plus,TECHNICAL,EASY,What is a view?
Databases,Plus,TECHNICAL,EASY,What is normalization?
Databases,Plus,TECHNICAL,EASY,What is denormalization?
Databases,Plus,TECHNICAL,MEDIUM,What is the difference between SQL and NoSQL?
Databases,Plus,TECHNICAL,MEDIUM,What are ACID properties?
Databases,Plus,TECHNICAL,MEDIUM,What is a transaction?
Databases,Plus,TECHNICAL,MEDIUM,What is isolation level?
Databases,Plus,TECHNICAL,MEDIUM,What is indexing and how does it work?
Databases,Plus,TECHNICAL,MEDIUM,What is a composite key?
Databases,Plus,TECHNICAL,MEDIUM,What is a clustered index?
Databases,Plus,TECHNICAL,MEDIUM,What is a non-clustered index?
Databases,Plus,TECHNICAL,MEDIUM,What is a join?
Databases,Plus,TECHNICAL,MEDIUM,Explain inner join vs left join.
Databases,Plus,TECHNICAL,MEDIUM,What is a subquery?
Databases,Plus,TECHNICAL,MEDIUM,What is a stored procedure?
Databases,Plus,TECHNICAL,MEDIUM,What is a trigger?
Databases,Plus,TECHNICAL,MEDIUM,What is a transaction log?
Databases,Plus,TECHNICAL,MEDIUM,What is database locking?
Databases,Plus,TECHNICAL,MEDIUM,What is deadlock?
Databases,Plus,TECHNICAL,MEDIUM,What is replication?
Databases,Plus,TECHNICAL,MEDIUM,What is sharding?
Databases,Plus,TECHNICAL,MEDIUM,What is database migration?
Databases,Plus,TECHNICAL,MEDIUM,What is query optimization?
Databases,Plus,TECHNICAL,HARD,How do you design a database schema for large applications?
Databases,Plus,TECHNICAL,HARD,How do you optimize slow queries?
Databases,Plus,TECHNICAL,HARD,How do you handle high concurrency in databases?
Databases,Plus,TECHNICAL,HARD,How do you design for scalability in databases?
Databases,Plus,TECHNICAL,HARD,How do you implement database sharding?
Databases,Plus,TECHNICAL,HARD,How do you manage database transactions in distributed systems?
Databases,Plus,TECHNICAL,HARD,How do you design a multi-tenant database?
Databases,Plus,TECHNICAL,HARD,How do you handle data consistency across services?
Databases,Plus,TECHNICAL,HARD,How do you implement backup and recovery strategies?
Databases,Plus,TECHNICAL,HARD,How do you secure sensitive data in databases?
Databases,Plus,TECHNICAL,HARD,How do you handle database failover?
Databases,Plus,TECHNICAL,HARD,How do you design a high-availability database system?
Databases,Plus,TECHNICAL,HARD,How do you migrate large production databases?
Databases,Plus,TECHNICAL,HARD,How do you monitor database performance?
Databases,Plus,TECHNICAL,HARD,How do you design indexing strategy for complex queries?
Databases,Plus,HR,EASY,Tell me about yourself.
Databases,Plus,HR,EASY,Why did you choose databases as a specialization?
Databases,Plus,HR,EASY,What interests you about data?
Databases,Plus,HR,EASY,How do you stay updated with database technologies?
Databases,Plus,HR,EASY,What are your strengths?
Databases,Plus,HR,EASY,What are your weaknesses?
Databases,Plus,HR,EASY,Are you comfortable working with large datasets?
Databases,Plus,HR,EASY,How do you handle pressure?
